idx,raw_id,original_sentence,standard_negation,sn_절1,sn_절2,sn_절3,local_negation_type,local_negation,local_부정요소,ln_절1,ln_절2,contradiction,paraphrase,note
1220,878557,요르단 라르손은 미국의 농구 선수 마이클 조던의 이름을 따 이름이 지어졌으며 친할아버지를 통해 카보베르데 혈통을 지니고 있다.,요르단 라르손은 미국의 농구 선수 마이클 조던의 이름을 따 이름이 지어지지 않았거나 친할아버지를 통해 카보베르데 혈통을 지니고 있지 않다.,안 장형,안 장형,,부사절,요르단 라르손은 미국의 농구 선수 마이클 조던의 이름을 따지 않아 이름이 지어졌으며 친할아버지를 통해 카보베르데 혈통을 지니고 있다.,미국의 농구 선수 마이클 조던의 이름을 따,안 장형,,요르단 라르손은 오직 스페인의 테니스 선수 마이클 조던의 이름을 따 이름이 지어졌으며 친할아버지를 통해 카보베르데 혈통을 지니고 있다.,"요르단 라르손의 이름은 농구 선수 마이클 조던에서 유래했으며, 친할아버지를 통해 카보베르데계라는 배경을 가지고 있다.",
1221,181855,"1992년 동계 올림픽 메달 집계는 금메달, 은메달, 동메달 획득 수를 기준으로 각국의 국가 올림픽 위원회별 순위를 나타낸 목록이다.","1992년 동계 올림픽 메달 집계는 금메달, 은메달, 동메달 획득 수를 기준으로 각국의 국가 올림픽 위원회별 순위를 나타낸 목록이 아니다.",아니다,,,관형절,"1992년 동계 올림픽 메달 집계는 금메달, 은메달, 동메달 획득 수를 기준으로 각국의 국가 올림픽 위원회별 순위를 나타내지 못한 목록이다.",각국의 국가 올림픽 위원회별 순위를 나타낸,못 장형,,"1992년 동계 올림픽 메달 집계는 메달 포인트 합계(금 3점, 은 2점, 동 1점)를 기준으로 개인 선수별 순위를 나타낸 목록이다.","1992년 동계 올림픽 메달 순위는 각 국가 올림픽 위원회가 금, 은, 동메달을 얼마나 땄는지를 바탕으로 매겨진다.",
1222,134549,"설계 시 공작기계 각 부의 충분한 강성을 고려해야 하며, 마모는 사용시간이 길어질수록 증가해 기계의 상태가 저하된다.","설계 시 공작기계 각 부의 충분한 강성을 고려해야 하지 않거나, 마모는 사용시간이 길어질수록 증가해 기계의 상태가 저하되지 않는다.",안 장형,안 장형,,종속절,"설계 시 공작기계 각 부의 충분한 강성을 고려해야 하며, 마모는 사용시간이 길어질수록 증가하지 않아 기계의 상태가 저하된다.",마모는 사용시간이 길어질수록 증가해,안 장형,,"설계 시 공작기계 각 부의 낮은 강성을 고려해야 하며, 마모는 사용시간이 길어질수록 감소해 기계의 상태가 저하된다.","설계할 때 공작기계의 각 부품이 충분한 강성을 가질 수 있도록 해야 하며, 사용 시간이 늘어남에 따라 마모가 심해져 기계 상태가 나빠진다.",
1223,41894,시베리아에는 여러 민족이 거주했으나 인구가 적었다.,시베리아에는 여러 민족이 거주하지 않았거나 인구가 적지 않았다.,안 장형,안 장형,,대등절 일부,시베리아에는 여러 민족이 거주하지 않았으나 인구가 적었다.,여러 민족이 거주했으나,안 장형,,시베리아에는 단일 민족이 거주했으나 인구가 많았다.,시베리아는 다양한 민족이 살았지만 인구는 많지 않았다.,
1224,27838,"유로파의 한 면은 목성을 바라보며, 유로파의 갈라진 틈은 심해 열수공에서 비롯된 화산 활동으로 생긴 것으로 추정된다.","유로파의 한 면은 목성을 바라보지 않거나, 유로파의 갈라진 틈은 심해 열수공에서 비롯된 화산 활동으로 생긴 것으로 추정되지 않는다.",안 장형,안 장형,,관형절,"유로파의 한 면은 목성을 바라보며, 유로파의 갈라진 틈은 심해 열수공에서 비롯되지 않은 화산 활동으로 생긴 것으로 추정된다.",심해 열수공에서 비롯된,안 장형,,"유로파의 한 면은 목성을 바라보며, 유로파의 갈라진 틈은 화산 활동과는 무관한 것으로 추정된다.","유로파 표면에 보이는 갈라진 틈은 심해 열수공의 화산 작용에 의해 만들어진 것으로 여겨지며, 유로파의 한쪽 면은 항상 목성을 향하고 있다.",
1225,168969,일본 제국은 한민족의 정체성을 말살하여 전쟁 협력을 얻기 위해 민족말살 정책을 펼치면서 내선일체라는 슬로건으로 이를 강화하였다.,일본 제국은 한민족의 정체성을 말살하여 전쟁 협력을 얻기 위해 민족말살 정책을 펼치면서 내선일체라는 슬로건으로 이를 강화하지 않았다.,안 장형,,,명사절,일본 제국은 한민족의 정체성을 말살하여 전쟁 협력을 얻지 않기 위해 민족말살 정책을 펼치면서 내선일체라는 슬로건으로 이를 강화하였다.,한민족의 정체성을 말살하여 전쟁 협력을 얻기,안 장형,,일본 제국은 한민족의 정체성을 보존하면서도 전쟁 협력을 얻기 위해 민족말살 정책을 펼치면서 내선일체라는 슬로건으로 이를 약화하였다.,"일본 제국은 한민족의 정체성을 없애기 위한 민족말살 정책을 실시했고, 내선일체라는 구호를 내세워 이 정책을 더 강하게 만들었다.",
1226,161248,파르미지아노는 치즈 100g당 1.2g의 글루타메이트가 들어 있어 진한 감칠맛을 낸다.,파르미지아노는 치즈 100g당 1.2g의 글루타메이트가 들어 있어 진한 감칠맛을 내지 않는다.,안 장형,,,부사절,파르미지아노는 치즈 100g당 1.2g의 글루타메이트가 들어 있지 않아 진한 감칠맛을 낸다.,치즈 100g당 1.2g의 글루타메이트가 들어 있어,안 장형,,파르미지아노는 치즈 100g당 0g의 글루타메이트가 들어 있어 밋밋한 맛을 낸다.,파르미지아노에는 100g 기준으로 1.2g의 글루타메이트가 함유되어 있어 진한 감칠맛을 자아낸다.,
1227,245215,표준 시험 영상은 이미지 처리와 압축 알고리즘을 시험할 때 여러 기관에서 사용되어 연구소 간 결과를 시각적으로 비교할 수 있게 한다.,표준 시험 영상은 이미지 처리와 압축 알고리즘을 시험할 때 여러 기관에서 사용되어 연구소 간 결과를 시각적으로 비교할 수 있게 하지 않는다.,안 장형,,,부사절,표준 시험 영상은 이미지 처리와 압축 알고리즘을 시험할 때 여러 기관에서 사용되지 못해 연구소 간 결과를 시각적으로 비교할 수 있게 한다.,여러 기관에서 사용되어,못 장형,,표준 시험 영상은 이미지 처리와 압축 알고리즘을 시험할 때 단일 기관에서만 사용되어 연구소 간 결과를 청각적으로 비교할 수 있게 한다.,"표준 시험 영상은 다양한 기관에서 이미지 처리나 압축 알고리즘 평가에 활용되며, 연구소들끼리 결과를 시각적으로 비교하는 데 도움을 준다.",
1228,787889,1965년에서 1969년 사이 동성애자 잡지 발행 부수가 크게 증가하면서 피지크 잡지가 쇠퇴했다.,1965년에서 1969년 사이 동성애자 잡지 발행 부수가 크게 증가하면서 피지크 잡지가 쇠퇴하지 않았다.,안 장형,,,종속절,1965년에서 1969년 사이 동성애자 잡지 발행 부수가 크게 증가하지 못하면서 피지크 잡지가 쇠퇴했다.,동성애자 잡지 발행 부수가 크게 증가하면서,못 장형,,1965년에서 1969년 사이 동성애자 잡지 발행 부수가 급감하면서 피지크 잡지가 쇠퇴했다.,1965년부터 1969년까지 동성애자 잡지의 발행 부수가 늘어난 결과 피지크 잡지가 인기를 잃었다.,
1229,674248,원일은 국악고등학교에서 반장과 전교회장을 역임한 후 정재국 선생이 이끄는 추계예술대학교 국악과 피리전공으로 진로를 정하여 전통음악 연주자의 길을 걸었다.,원일은 국악고등학교에서 반장과 전교회장을 역임한 후 정재국 선생이 이끄는 추계예술대학교 국악과 피리전공으로 진로를 정하여 전통음악 연주자의 길을 걷지 않았다.,안 장형,,,부사절,원일은 국악고등학교에서 반장과 전교회장을 역임한 후 정재국 선생이 이끄는 추계예술대학교 국악과 피리전공으로 진로를 정하지 않아 전통음악 연주자의 길을 걸었다.,정재국 선생이 이끄는 추계예술대학교 국악과 피리전공으로 진로를 정하여,안 장형,,원일은 외국어고등학교에서 반장과 전교회장을 역임한 후 김영재 선생이 이끄는 서울대학교 서양음악과 바이올린전공으로 진로를 정하여 현대음악 작곡가의 길을 걸었다.,"원일은 국악고등학교에서 반장과 전교회장을 맡았고, 이후 추계예술대학교 국악과에서 피리를 전공하며 전통음악 연주자가 되었다.",
1230,486408,정대삼은 본명으로 활동하다가 필명을 늑대삼으로 바꾸어 지금까지 사용하고 있는 대한민국 만화가이다.,정대삼은 본명으로 활동하다가 필명을 늑대삼으로 바꾸어 지금까지 사용하고 있는 대한민국 만화가가 아니다.,아니다,,,부사절,정대삼은 본명으로 활동하다가 필명을 늑대삼으로 바꾸지 못해 지금까지 사용하고 있는 대한민국 만화가이다.,필명을 늑대삼으로 바꾸어,못 장형,,정대삼은 필명으로 활동하다가 본명을 늑대삼으로 바꾸어 지금까지 사용하고 있는 대한민국 만화가이다.,정대삼은 한때 본명을 썼지만 현재는 필명인 늑대삼으로 활동 중인 한국 만화가이다.,
1231,512522,모치히토 왕자의 첫째 아들 호쿠리쿠노미야는 사누키노카미 시게히데에 의해 출가되어 북쪽으로 데려가졌다.,모치히토 왕자의 첫째 아들 호쿠리쿠노미야는 사누키노카미 시게히데에 의해 출가되어 북쪽으로 데려가지지 않았다.,안 장형,,,부사절,모치히토 왕자의 첫째 아들 호쿠리쿠노미야는 사누키노카미 시게히데에 의해 출가되지 못해 북쪽으로 데려가졌다.,사누키노카미 시게히데에 의해 출가되어,못 장형,,모치히토 왕자의 첫째 아들 호쿠리쿠노미야는 사누키노카미 시게히데에 의해 세자로 책봉되어 남쪽으로 데려가졌다.,모치히토 왕자의 장남 호쿠리쿠노미야는 사누키노카미 시게히데가 출가시키고 북쪽으로 이동시켰다.,
1232,36281,전차는 무한궤도를 장착한 기갑전투차량이며 기갑 부대는 전차 한 대를 기준으로 분대로 편제한다.,전차는 무한궤도를 장착한 기갑전투차량이 아니거나 기갑 부대는 전차 한 대를 기준으로 분대로 편제하지 않는다.,아니다,안 장형,,관형절,전차는 무한궤도를 못 장착한 기갑전투차량이며 기갑 부대는 전차 한 대를 기준으로 분대로 편제한다.,전차는 무한궤도를 장착한,못 단형,,전차는 무한궤도를 장착한 기갑전투차량이며 기갑 부대는 전차 열 대를 기준으로 분대로 편제한다.,"전차는 무한궤도가 달린 기갑전투차량이고, 기갑 부대는 전차 한 대를 단위로 하여 분대가 구성된다.",
1233,744852,그린껌은 1957년 4월에 롯데가 출시한 껌 브랜드이다.,그린껌은 1957년 4월에 롯데가 출시한 껌 브랜드가 아니다.,아니다,,,관형절,그린껌은 1957년 4월에 롯데가 못 출시한 껌 브랜드이다.,1957년 4월에 롯데가 출시한,못 단형,,그린껌은 1967년 4월에 롯데가 출시한 껌 브랜드이다.,그린껌은 롯데에서 1957년 4월에 선보인 껌이다.,
1235,582574,"스프레이는 기체에 분산된 유동적인 물방울들의 집합이며, 비말 또는 분무라고 불린다.","스프레이는 기체에 분산된 유동적인 물방울들의 집합이 아니거나, 비말이라고 불리지 않으며, 분무라고 불리지 않는다.",아니다,안 장형,안 장형,관형절,"스프레이는 기체에 분산된 유동적이지 않은 물방울들의 집합이며, 비말 또는 분무라고 불린다.",유동적인,안 장형,,"스프레이는 액체에 분산된 고체 입자들의 집합이며, 비말 또는 분무라고 불린다.","스프레이는 기체 속에 퍼진 액체 입자들의 집합체로, 비말이나 분무라고도 한다.",
1236,855692,민주주의 다양성 연구소는 2014년 스타판 I. 린드베리가 설립했으며 민주주의 다양성 연구소의 본부는 스웨덴 예테보리 대학교 정치학과에 있다.,민주주의 다양성 연구소는 2014년 스타판 I. 린드베리가 설립하지 않았거나 민주주의 다양성 연구소의 본부는 스웨덴 예테보리 대학교 정치학과에 있지 않다.,안 장형,안 장형,,대등절 일부,민주주의 다양성 연구소는 2014년 스타판 I. 린드베리가 설립했으며 민주주의 다양성 연구소의 본부는 스웨덴 예테보리 대학교 정치학과에 없다.,민주주의 다양성 연구소의 본부는 스웨덴 예테보리 대학교 정치학과에 있다,어휘적,,민주주의 다양성 연구소는 2009년 카린 요한손이 설립했으며 민주주의 다양성 연구소의 본부는 스웨덴 스톡홀름 대학교 경제학과에 있다.,"민주주의 다양성 연구소는 2014년에 스타판 I. 린드베리가 설립하였고, 본부는 스웨덴 예테보리 대학교 정치학과에 위치한다.",
1237,167082,한국의 마타하리로 불렸던 원정화는 미모를 이용해 군 장교를 포섭하고 기밀을 빼내려 했다는 의혹으로 논란을 일으켰다.,한국의 마타하리로 불렸던 원정화는 미모를 이용해 군 장교를 포섭하고 기밀을 빼내려 했다는 의혹으로 논란을 일으키지 않았다.,안 장형,,,부사절,한국의 마타하리로 불렸던 원정화는 미모를 이용하지 않아 군 장교를 포섭하고 기밀을 빼내려 했다는 의혹으로 논란을 일으켰다.,미모를 이용해,안 장형,,한국의 마타하리로 불렸던 원정화는 미모를 이용해 군 장교를 포섭하고 기밀을 빼내려 했다는 의혹으로 찬사를 받았다.,"원정화는 한국의 마타하리로 불리며, 외모를 활용해 군 장교를 끌어들이고 정보를 빼내려 했다는 의혹이 제기되어 논란이 되었다.",
